EVENT;FIGHTER_LOSE;FIGHTER_WIN;METHOD;METHOD_DESC;ROUND;TIME;DATE
Strikeforce - Carano vs. Cyborg;Isaiah Hill;Alexander Trevino;SUB;Keylock;1;3:56;Aug. 15, 2009
Strikeforce - Destruction;Cyrillo Padilha;Bobby Stack;U. DEC;;3;5:00;Nov. 21, 2008
Strikeforce - Destruction;Tony Johnson;Eric Lawson;SUB;Rear Naked Choke;1;1:28;Nov. 21, 2008
Strikeforce - Destruction;Josh Neal;Kurt Osiander;KO/TKO;;1;2:16;Nov. 21, 2008
Strikeforce - Destruction;Lemont Davis;Brian Schwartz;KO/TKO;;3;2:22;Nov. 21, 2008
Strikeforce - Destruction;Terry Martin;Scott Smith;KO/TKO;Punch;1;0:29;Nov. 21, 2008
Strikeforce - Destruction;Bobby Southworth;Renato Sobral;Dr's Stoppage;Facial Cut;1;5:00;Nov. 21, 2008
Strikeforce - Destruction;Yves Edwards;Duane Ludwig;U. DEC;;3;5:00;Nov. 21, 2008
Strikeforce - Destruction;Lina Kvokov;Kim Couture;KO/TKO;Punches;1;1:44;Nov. 21, 2008
Strikeforce - Destruction;Luke Stewart;Joe Riggs;KO/TKO;Punches;2;2:05;Nov. 21, 2008
Strikeforce - Destruction;Nik Theotikos;Luke Rockhold;SUB;Rear Naked Choke;1;3:06;Nov. 21, 2008
Strikeforce - Destruction;Brad Royster;Darren Uyenoyama;U. DEC;;3;5:00;Nov. 21, 2008
Strikeforce - Destruction;Jose Palacios;Alvin Cacdac;SUB;Rear Naked Choke;2;3:10;Nov. 21, 2008
Strikeforce - Destruction;Adam Steele;Zak Bucia;SUB;Guillotine Choke;1;0:35;Nov. 21, 2008
Strikeforce - Diaz vs. Cyborg;Evangelista Santos;Nick Diaz;SUB;Armbar;2;4:50;Jan. 29, 2011
Strikeforce - Diaz vs. Cyborg;Robbie Lawler;Ronaldo Souza;SUB;Rear Naked Choke;3;2:00;Jan. 29, 2011
Strikeforce - Diaz vs. Cyborg;Scott Carson;Herschel Walker;KO/TKO;Punch;1;3:13;Jan. 29, 2011
Strikeforce - Diaz vs. Cyborg;Trevor Prangley;Roger Gracie;SUB;Rear Naked Choke;1;4:19;Jan. 29, 2011
Strikeforce - Diaz vs. Cyborg;Nathan Coy;Nate Moore;KO/TKO;Punch;2;0:25;Jan. 29, 2011
Strikeforce - Diaz vs. Cyborg;Bobby Stack;Isaiah Hill;SUB;Triangle Choke;1;1:02;Jan. 29, 2011
Strikeforce - Diaz vs. Cyborg;Eric Lawson;Ron Keslar;SUB;Armbar;1;1:57;Jan. 29, 2011
Strikeforce - Diaz vs. Cyborg;Stephanie Webber;Germaine de Randamie;KO/TKO;;1;4:25;Jan. 29, 2011
Strikeforce - Diaz vs. Cyborg;Lucas Gamaza;James Terry;KO/TKO;Punches;1;3:26;Jan. 29, 2011
Strikeforce - Diaz vs. Cyborg;Charlene Gellner;Jenna Castillo;KO/TKO;Knee;2;3:57;Jan. 29, 2011
Strikeforce - Diaz vs. Daley;Paul Daley;Nick Diaz;KO/TKO;Punches;1;4:57;Apr. 9, 2011
Strikeforce - Diaz vs. Daley;Tatsuya Kawajiri;Gilbert Melendez;KO/TKO;Elbows;1;3:14;Apr. 9, 2011
Strikeforce - Diaz vs. Daley;Gegard Mousasi;Keith Jardine;M. DEC;;3;5:00;Apr. 9, 2011
Strikeforce - Diaz vs. Daley;Lyle Beerbohm;Shinya Aoki;SUB;Neck Crank;1;1:33;Apr. 9, 2011
Strikeforce - Diaz vs. Daley;Hiroyuki Takaya;Robert Peralta;S. DEC;;3;5:00;Apr. 9, 2011
Strikeforce - Diaz vs. Daley;Brett Albee;Virgil Zwicker;KO/TKO;;1;1:46;Apr. 9, 2011
Strikeforce - Diaz vs. Daley;Saad Awad;Joe Duarte;SUB;Armbar;2;2:45;Apr. 9, 2011
Strikeforce - Diaz vs. Daley;AJ Matthews;Herman Terrado;KO/TKO;;1;4:16;Apr. 9, 2011
Strikeforce - Diaz vs. Daley;Edgar Cardenas;Rolando Perez;U. DEC;;3;5:00;Apr. 9, 2011
Strikeforce - Diaz vs. Daley;Paul Song;Casey Ryan;SUB;Triangle Choke;1;1:39;Apr. 9, 2011
Strikeforce - Diaz vs. Noons 2;KJ Noons;Nick Diaz;U. DEC;;5;5:00;Oct. 9, 2010
Strikeforce - Diaz vs. Noons 2;Gesias Cavalcante;Josh Thomson;U. DEC;;3;5:00;Oct. 9, 2010
Strikeforce - Diaz vs. Noons 2;Sarah Kaufman;Marloes Coenen;SUB;Armbar;3;1:59;Oct. 9, 2010
Strikeforce - Diaz vs. Noons 2;Andre Galvao;Tyron Woodley;KO/TKO;Punches;1;1:48;Oct. 9, 2010
Strikeforce - Diaz vs. Noons 2;David Marshall;James Terry;U. DEC;;3;5:00;Oct. 9, 2010
Strikeforce - Diaz vs. Noons 2;Ron Keslar;Josh McDonald;U. DEC;;3;5:00;Oct. 9, 2010
Strikeforce - Diaz vs. Noons 2;Luis Mendoza;Jess Bouscal;SUB;Arm Triangle;2;3:00;Oct. 9, 2010
Strikeforce - Evolution;Cung Le;Scott Smith;KO/TKO;Punches;3;3:25;Dec. 19, 2009
Strikeforce - Evolution;Josh Thomson;Gilbert Melendez;U. DEC;;5;5:00;Dec. 19, 2009
Strikeforce - Evolution;Matt Lindland;Ronaldo Souza;SUB;Arm Triangle;1;4:18;Dec. 19, 2009
Strikeforce - Evolution;Mike Whitehead;Muhammed Lawal;KO/TKO;Punches;1;3:08;Dec. 19, 2009
Strikeforce - Evolution;Scott Lighty;Antwain Britt;Dr's Stoppage;;1;5:00;Dec. 19, 2009
Strikeforce - Evolution;Daisuke Nakamura;Justin Wilcox;U. DEC;;3;5:00;Dec. 19, 2009
Strikeforce - Evolution;AJ Fonseca;Alexander Crispim;U. DEC;;3;5:00;Dec. 19, 2009
Strikeforce - Fedor vs. Henderson;Fedor Emelianenko;Dan Henderson;KO/TKO;Punches;1;4:12;Jul. 30, 2011
Strikeforce - Fedor vs. Henderson;Marloes Coenen;Miesha Tate;SUB;Arm Triangle;4;3:03;Jul. 30, 2011
Strikeforce - Fedor vs. Henderson;Robbie Lawler;Tim Kennedy;U. DEC;;3;5:00;Jul. 30, 2011
Strikeforce - Fedor vs. Henderson;Paul Daley;Tyron Woodley;U. DEC;;3;5:00;Jul. 30, 2011
Strikeforce - Fedor vs. Henderson;Scott Smith;Tarec Saffiedine;U. DEC;;3;5:00;Jul. 30, 2011
Strikeforce - Fedor vs. Henderson;Bobby Green;Gesias Cavalcante;S. DEC;;3;5:00;Jul. 30, 2011
Strikeforce - Fedor vs. Henderson;Eduardo Pamplona;Tyler Stinson;KO/TKO;;1;0:15;Jul. 30, 2011
Strikeforce - Fedor vs. Henderson;Julie Kedzie;Alexis Davis;U. DEC;;3;5:00;Jul. 30, 2011
Strikeforce - Fedor vs. Henderson;Lumumba Sayers;Derek Brunson;SUB;Rear Naked Choke;1;4:33;Jul. 30, 2011
Strikeforce - Fedor vs. Henderson;Gabriel Salinas-Jones;Bryan Humes;SUB;D'Arce Choke;3;3:19;Jul. 30, 2011
Strikeforce - Fedor vs. Rogers;Brett Rogers;Fedor Emelianenko;KO/TKO;Punch;2;1:48;Nov. 7, 2009
Strikeforce - Fedor vs. Rogers;Jason Miller;Jake Shields;U. DEC;;5;5:00;Nov. 7, 2009
Strikeforce - Fedor vs. Rogers;Rameau Thierry Sokoudjou;Gegard Mousasi;KO/TKO;Punches;2;3:43;Nov. 7, 2009
Strikeforce - Fedor vs. Rogers;Antonio Silva;Fabricio Werdum;U. DEC;;3;5:00;Nov. 7, 2009
Strikeforce - Fedor vs. Rogers;Roxanne Modafferi;Marloes Coenen;SUB;Armbar;1;1:05;Nov. 7, 2009
Strikeforce - Fedor vs. Rogers;Dustin Neace;Jeff Curran;SUB;Injury;1;1:39;Nov. 7, 2009
Strikeforce - Fedor vs. Rogers;John Kolosci;Shamar Bailey;U. DEC;;3;5:00;Nov. 7, 2009
Strikeforce - Fedor vs. Rogers;Louis Taylor;Nate Moore;SUB;Strikes;2;3:24;Nov. 7, 2009
Strikeforce - Fedor vs. Rogers;Jonatas Novaes;Christian Uflacker;U. DEC;;3;5:00;Nov. 7, 2009
Strikeforce - Fedor vs. Silva;Fedor Emelianenko;Antonio Silva;Dr's Stoppage;Eye Injury;2;5:00;Feb. 12, 2011
Strikeforce - Fedor vs. Silva;Andrei Arlovski;Sergei Kharitonov;KO/TKO;Punches;1;2:49;Feb. 12, 2011
Strikeforce - Fedor vs. Silva;Lavar Johnson;Shane del Rosario;SUB;Armbar;1;4:31;Feb. 12, 2011
Strikeforce - Fedor vs. Silva;Gian Villante;Chad Griggs;KO/TKO;Punch;1;2:49;Feb. 12, 2011
Strikeforce - Fedor vs. Silva;Ray Sefo;Valentijn Overeem;SUB;Neck Crank;1;1:37;Feb. 12, 2011
Strikeforce - Fedor vs. Silva;Marc Stevens;John Cholish;SUB;Kneebar;2;3:57;Feb. 12, 2011
Strikeforce - Fedor vs. Silva;John Salgado;Igor Gracie;SUB;Arm Triangle;2;3:04;Feb. 12, 2011
Strikeforce - Fedor vs. Silva;Don Carlo-Clauss;Sam Oropeza;SUB;Strikes;1;4:10;Feb. 12, 2011
Strikeforce - Fedor vs. Silva;Anthony Leone;Josh LaBerge;Dr's Stoppage;Facial Cut;1;5:00;Feb. 12, 2011
Strikeforce - Fedor vs. Silva;Kevin Roddy;Jason McLean;U. DEC;;3;5:00;Feb. 12, 2011
Strikeforce - Fedor vs. Werdum;Fedor Emelianenko;Fabricio Werdum;SUB;Triangle Choke;1;1:09;Jun. 26, 2010
Strikeforce - Fedor vs. Werdum;Scott Smith;Cung Le;KO/TKO;Spinning Back Kick;2;1:46;Jun. 26, 2010
Strikeforce - Fedor vs. Werdum;Jan Finney;Cristiane Justino;KO/TKO;Knee;2;2:56;Jun. 26, 2010
Strikeforce - Fedor vs. Werdum;Pat Healy;Josh Thomson;SUB;Rear Naked Choke;3;4:27;Jun. 26, 2010
Strikeforce - Fedor vs. Werdum;Ron Keslar;Chris Cope;KO/TKO;;2;4:32;Jun. 26, 2010
Strikeforce - Fedor vs. Werdum;Vagner Rocha;Bret Bergmark;U. DEC;;3;5:00;Jun. 26, 2010
Strikeforce - Fedor vs. Werdum;Gareth Joseph;Yancy Medeiros;KO/TKO;;2;1:19;Jun. 26, 2010
Strikeforce - Fedor vs. Werdum;Derrick Burnsed;Bobby Stack;S. DEC;;3;5:00;Jun. 26, 2010
Strikeforce - Feijao vs. Henderson;Rafael Cavalcante;Dan Henderson;KO/TKO;Punch;3;0:50;Mar. 5, 2011
Strikeforce - Feijao vs. Henderson;Liz Carmouche;Marloes Coenen;SUB;Triangle Choke;4;1:29;Mar. 5, 2011
Strikeforce - Feijao vs. Henderson;Melvin Manhoef;Tim Kennedy;SUB;Rear Naked Choke;1;3:41;Mar. 5, 2011
Strikeforce - Feijao vs. Henderson;Billy Evangelista;Jorge Masvidal;U. DEC;;3;5:00;Mar. 5, 2011
Strikeforce - Feijao vs. Henderson;Josh Thornburg;Roger Bowling;U. DEC;;3;5:00;Mar. 5, 2011
Strikeforce - Feijao vs. Henderson;Billy Vaughan;Jorge Gurgel;SUB;Guillotine Choke;1;0:44;Mar. 5, 2011
Strikeforce - Feijao vs. Henderson;Jason Riley;Jason Freeman;SUB;Strikes;1;1:52;Mar. 5, 2011
Strikeforce - Feijao vs. Henderson;Ian Rammel;Brian Rogers;KO/TKO;;1;4:23;Mar. 5, 2011
Strikeforce - Feijao vs. Henderson;Marc Cofer;Mitch Whitesel;SUB;Guillotine Choke;1;3:55;Mar. 5, 2011
Strikeforce - Feijao vs. Henderson;JP Felty;John Kuhner;SUB;Triangle Choke;2;4:31;Mar. 5, 2011
Strikeforce - Four Men Enter, One Man Survives;Sammy Morgan;Cung Le;KO/TKO;Kick;3;1:58;Nov. 16, 2007
Strikeforce - Four Men Enter, One Man Survives;Trevor Prangley;Jorge Santiago;KO/TKO;Knee;1;2:31;Nov. 16, 2007
Strikeforce - Four Men Enter, One Man Survives;Paul Buentello;Alistair Overeem;SUB;Strikes;2;3:42;Nov. 16, 2007
Strikeforce - Four Men Enter, One Man Survives;Brian Schwartz;Lemont Davis;U. DEC;;3;5:00;Nov. 16, 2007
Strikeforce - Four Men Enter, One Man Survives;Bobby Southworth;Anthony Ruiz;Dr's Stoppage;Facial Cuts;2;0:52;Nov. 16, 2007
Strikeforce - Four Men Enter, One Man Survives;Bryson Kamaka;Luke Stewart;KO/TKO;Knee;1;0:19;Nov. 16, 2007
Strikeforce - Four Men Enter, One Man Survives;Falaniko Vitale;Trevor Prangley;Other;Referee's Decision Due...;2;2:12;Nov. 16, 2007
Strikeforce - Four Men Enter, One Man Survives;Sean Salmon;Jorge Santiago;KO/TKO;Flying Knee;1;0:24;Nov. 16, 2007
Strikeforce - Four Men Enter, One Man Survives;Josh Neal;Eric Lawson;SUB;Rear Naked Choke;2;0:20;Nov. 16, 2007
Strikeforce - Four Men Enter, One Man Survives;Pete Sabala;Anthony Figueroa;S. DEC;;3;5:00;Nov. 16, 2007
Strikeforce - Four Men Enter, One Man Survives;Clint Coronel;Alex Crispin;U. DEC;;3;5:00;Nov. 16, 2007
Strikeforce - Four Men Enter, One Man Survives;Chris Drumm;Evan Esguerra;CNC;;2;2:35;Nov. 16, 2007
Strikeforce - Four Men Enter, One Man Survives;Jeremiah Metcalf;Dennis Hallman;SUB;Heel Hook;1;1:39;Nov. 16, 2007
Strikeforce - Heavy Artillery;Brett Rogers;Alistair Overeem;KO/TKO;Punches;1;3:40;May. 15, 2010
Strikeforce - Heavy Artillery;Andrei Arlovski;Antonio Silva;U. DEC;;3;5:00;May. 15, 2010
Strikeforce - Heavy Artillery;Joey Villasenor;Ronaldo Souza;U. DEC;;3;5:00;May. 15, 2010
Strikeforce - Heavy Artillery;Kevin Randleman;Roger Gracie;SUB;Rear Naked Choke;2;4:10;May. 15, 2010
Strikeforce - Heavy Artillery;Antwain Britt;Rafael Cavalcante;KO/TKO;Punches;1;3:45;May. 15, 2010
Strikeforce - Heavy Artillery;Justin DeMoney;Jesse Finney;SUB;Guillotine Choke;1;3:22;May. 15, 2010
Strikeforce - Heavy Artillery;Vitor Ribeiro;Lyle Beerbohm;S. DEC;;3;5:00;May. 15, 2010
Strikeforce - Heavy Artillery;Booker DeRousse;Darryl Cobb;S. DEC;;3;5:00;May. 15, 2010
Strikeforce - Heavy Artillery;Salvador Woods;Mike Chandler;SUB;Rear Naked Choke;1;0:59;May. 15, 2010
Strikeforce - Heavy Artillery;Lee Brousseau;Francisco France;SUB;Rear Naked Choke;1;1:27;May. 15, 2010
Strikeforce - Heavy Artillery;Eric Steenberg;Tom Aaron;SUB;Guillotine Choke;1;0:56;May. 15, 2010
Strikeforce - Heavy Artillery;Greg Wilson;Matt Ricehouse;SUB;Rear Naked Choke;3;0:45;May. 15, 2010
Strikeforce - Henderson vs. Babalu;Renato Sobral;Dan Henderson;KO/TKO;Punches;1;1:53;Dec. 4, 2010
Strikeforce - Henderson vs. Babalu;Scott Smith;Paul Daley;KO/TKO;Punch;1;2:09;Dec. 4, 2010
Strikeforce - Henderson vs. Babalu;Matt Lindland;Robbie Lawler;KO/TKO;Punch;1;0:50;Dec. 4, 2010
Strikeforce - Henderson vs. Babalu;Mike Kyle;Antonio Silva;KO/TKO;Punches;2;2:49;Dec. 4, 2010
Strikeforce - Henderson vs. Babalu;Benji Radach;Ovince Saint Preux;U. DEC;;3;5:00;Dec. 4, 2010
Strikeforce - Henderson vs. Babalu;Fernando Bettega;Wayne Phillips;S. DEC;;3;5:00;Dec. 4, 2010
Strikeforce - Henderson vs. Babalu;Max Martyniouk;Justin Lawrence;U. DEC;;3;5:00;Dec. 4, 2010
Strikeforce - Henderson vs. Babalu;Terrell Brown;Patrick Cummins;KO/TKO;Punches;1;2:44;Dec. 4, 2010
Strikeforce - Henderson vs. Babalu;Lucas Lopes;Cortez Coleman;SUB;Guillotine Choke;1;2:04;Dec. 4, 2010
Strikeforce - Henderson vs. Babalu;Tom Aaron;Matt Ricehouse;U. DEC;;3;5:00;Dec. 4, 2010
Strikeforce - Henderson vs. Babalu;Lee Brousseau;Mike Glenn;KO/TKO;;1;2:00;Dec. 4, 2010
Strikeforce - Henderson vs. Babalu;Coltin Cole;Booker DeRousse;KO/TKO;;2;3:04;Dec. 4, 2010
Strikeforce - Henderson vs. Babalu;Josh Epps;JW Wright;SUB;Guillotine Choke;1;1:29;Dec. 4, 2010
Strikeforce - Houston;Muhammed Lawal;Rafael Cavalcante;KO/TKO;Elbows;3;1:14;Aug. 21, 2010
Strikeforce - Houston;Tim Kennedy;Ronaldo Souza;U. DEC;;5;5:00;Aug. 21, 2010
Strikeforce - Houston;Jorge Gurgel;KJ Noons;KO/TKO;Punch;2;0:19;Aug. 21, 2010
Strikeforce - Houston;Bobby Lashley;Chad Griggs;KO/TKO;Stoppage Between Round...;2;5:00;Aug. 21, 2010
Strikeforce - Houston;Jason Riley;Daniel Cormier;SUB;Strikes;1;1:02;Aug. 21, 2010
Strikeforce - Houston;Jorge Patino;Andre Galvao;KO/TKO;Punches;3;2:45;Aug. 21, 2010
Strikeforce - Houston;Rocky Long;Vinicius Magalhaes;U. DEC;;3;3:00;Aug. 21, 2010
Strikeforce - Houston;Kier Gooch;Adam Schindler;SUB;Rear Naked Choke;1;1:58;Aug. 21, 2010
Strikeforce - Houston;Jose Santibanez;Reynaldo Trujillo;KO/TKO;;1;0:28;Aug. 21, 2010
Strikeforce - Houston;Humberto DeLeon;Chad Robichaux;S. DEC;;3;3:00;Aug. 21, 2010
Strikeforce - Houston;Chad Cook;Artenus Young;U. DEC;;3;3:00;Aug. 21, 2010
Strikeforce - Lawler vs. Shields;Robbie Lawler;Jake Shields;SUB;Guillotine Choke;1;2:02;Jun. 6, 2009
Strikeforce - Lawler vs. Shields;Andrei Arlovski;Brett Rogers;KO/TKO;Punches;1;0:22;Jun. 6, 2009
Strikeforce - Lawler vs. Shields;Scott Smith;Nick Diaz;SUB;Rear Naked Choke;3;1:41;Jun. 6, 2009
Strikeforce - Lawler vs. Shields;Phil Baroni;Joe Riggs;U. DEC;;3;5:00;Jun. 6, 2009
Strikeforce - Lawler vs. Shields;Kevin Randleman;Mike Whitehead;U. DEC;;3;5:00;Jun. 6, 2009
Strikeforce - Lawler vs. Shields;Josh Bumgarner;Jesse Finney;SUB;Keylock;1;1:55;Jun. 6, 2009
Strikeforce - Lawler vs. Shields;Rafael Cavalcante;Mike Kyle;KO/TKO;;2;4:05;Jun. 6, 2009
Strikeforce - Lawler vs. Shields;James Wade;Booker DeRousse;KO/TKO;;1;4:06;Jun. 6, 2009
Strikeforce - Lawler vs. Shields;Salvador Woods;Tyron Woodley;SUB;D'Arce Choke;1;4:20;Jun. 6, 2009
Strikeforce - Lawler vs. Shields;Scott Ventimiglia;Lucas Lopes;DQ;Illegal Knee on Ground...;1;3:26;Jun. 6, 2009
Strikeforce - Lawler vs. Shields;Dave Cochran;Pat Benson;SUB;Armbar;1;2:42;Jun. 6, 2009
Strikeforce - Los Angeles;Robbie Lawler;Renato Sobral;U. DEC;;3;5:00;Jun. 16, 2010
Strikeforce - Los Angeles;Marius Zaromskis;Evangelista Santos;KO/TKO;Punch;1;2:38;Jun. 16, 2010
Strikeforce - Los Angeles;Trevor Prangley;Tim Kennedy;SUB;Rear Naked Choke;1;3:35;Jun. 16, 2010
Strikeforce - Los Angeles;Conor Heun;KJ Noons;S. DEC;;3;5:00;Jun. 16, 2010
Strikeforce - Los Angeles;RJ Clifford;Jeremy Umphries;SUB;Rear Naked Choke;2;2:27;Jun. 16, 2010
Strikeforce - Los Angeles;Marcus Kowal;Hugo Sandoval;KO/TKO;;2;0:43;Jun. 16, 2010
Strikeforce - Marquardt vs. Saffiedine;Nate Marquardt;Tarec Saffiedine;U. DEC;;5;5:00;Jan. 12, 2013
Strikeforce - Marquardt vs. Saffiedine;Dion Staring;Daniel Cormier;KO/TKO;Punches;2;4:02;Jan. 12, 2013
Strikeforce - Marquardt vs. Saffiedine;Nandor Guelmino;Josh Barnett;SUB;Arm Triangle;1;2:11;Jan. 12, 2013
Strikeforce - Marquardt vs. Saffiedine;Mike Kyle;Gegard Mousasi;SUB;Rear Naked Choke;1;4:09;Jan. 12, 2013
Strikeforce - Marquardt vs. Saffiedine;Ed Herman;Ronaldo Souza;SUB;Kimura;1;3:10;Jan. 12, 2013
Strikeforce - Marquardt vs. Saffiedine;KJ Noons;Ryan Couture;S. DEC;;3;5:00;Jan. 12, 2013
Strikeforce - Marquardt vs. Saffiedine;Trevor Smith;Tim Kennedy;SUB;Guillotine Choke;3;1:36;Jan. 12, 2013
Strikeforce - Marquardt vs. Saffiedine;Kurt Holobaugh;Pat Healy;U. DEC;;3;5:00;Jan. 12, 2013
Strikeforce - Marquardt vs. Saffiedine;Anthony Smith;Roger Gracie;SUB;Arm Triangle;2;3:16;Jan. 12, 2013
Strikeforce - Marquardt vs. Saffiedine;Jorge Gurgel;Adriano Martins;U. DEC;;3;5:00;Jan. 12, 2013
Strikeforce - Marquardt vs. Saffiedine;Michael Bravo;Estevan Payan;KO/TKO;;2;4:01;Jan. 12, 2013
Strikeforce - Melendez vs. Masvidal;Jorge Masvidal;Gilbert Melendez;U. DEC;;5;5:00;Dec. 17, 2011
Strikeforce - Melendez vs. Masvidal;Cristiane Justino;Hiroko Yamanaka;Overturned;Failed Drug Test by Sa...;1;0:16;Dec. 17, 2011
Strikeforce - Melendez vs. Masvidal;Ovince Saint Preux;Gegard Mousasi;U. DEC;;3;5:00;Dec. 17, 2011
Strikeforce - Melendez vs. Masvidal;Billy Evangelista;KJ Noons;U. DEC;;3;5:00;Dec. 17, 2011
Strikeforce - Melendez vs. Masvidal;Justin Wilcox;Caros Fodor;KO/TKO;;1;0:13;Dec. 17, 2011
Strikeforce - Melendez vs. Masvidal;Jerron Peoples;Roger Bowling;KO/TKO;;1;0:42;Dec. 17, 2011
Strikeforce - Melendez vs. Masvidal;Gabriel Salinas-Jones;Devin Cole;U. DEC;;3;5:00;Dec. 17, 2011
Strikeforce - Melendez vs. Masvidal;Fernando Gonzalez;Eddie Mendez;S. DEC;;3;5:00;Dec. 17, 2011
Strikeforce - Melendez vs. Masvidal;Chris Brown;Herman Terrado;SUB;Armbar;3;4:05;Dec. 17, 2011
Strikeforce - Melendez vs. Thomson;Jesse Gillespie;Eric Lawson;SUB;Rear Naked Choke;1;1:03;Jun. 27, 2008
Strikeforce - Melendez vs. Thomson;Gilbert Melendez;Josh Thomson;U. DEC;;5;5:00;Jun. 27, 2008
Strikeforce - Melendez vs. Thomson;Nam Phan;Billy Evangelista;S. DEC;;3;5:00;Jun. 27, 2008
Strikeforce - Melendez vs. Thomson;Anthony Ruiz;Bobby Southworth;U. DEC;;5;5:00;Jun. 27, 2008
Strikeforce - Melendez vs. Thomson;Elaina Maxwell;Miesha Tate;U. DEC;;3;3:00;Jun. 27, 2008
Strikeforce - Melendez vs. Thomson;Raymond Daniels;Jeremiah Metcalf;SUB;Rear Naked Choke;2;1:59;Jun. 27, 2008
Strikeforce - Melendez vs. Thomson;Anthony Figueroa;Chris Cariaso;SUB;Rear Naked Choke;2;4:34;Jun. 27, 2008
Strikeforce - Melendez vs. Thomson;Jose Palacios;Bobby Stack;U. DEC;;3;3:00;Jun. 27, 2008
Strikeforce - Melendez vs. Thomson;Alvin Cacdac;Bryan Caraway;SUB;Rear Naked Choke;1;1:39;Jun. 27, 2008
Strikeforce - Melendez vs. Thomson;Jesse Jones;Cyrillo Padilha;U. DEC;;3;3:00;Jun. 27, 2008
Strikeforce - Melendez vs. Thomson;Travis Johnson;Jorge Interiano;Dr's Stoppage;;2;3:00;Jun. 27, 2008
Strikeforce - Melendez vs. Thomson;Eric Jacob;Alexander Trevino;SUB;Armbar;1;0:37;Jun. 27, 2008
Strikeforce - Miami;Dave Zitanick;Michael Byrnes;M. DEC;;3;5:00;Jan. 30, 2010
Strikeforce - Miami;Marius Zaromskis;Nick Diaz;KO/TKO;Punch;1;4:38;Jan. 30, 2010
Strikeforce - Miami;Marloes Coenen;Cristiane Justino;KO/TKO;Punches;3;3:40;Jan. 30, 2010
Strikeforce - Miami;Greg Nagy;Herschel Walker;KO/TKO;Punches;3;2:17;Jan. 30, 2010
Strikeforce - Miami;Melvin Manhoef;Robbie Lawler;KO/TKO;Punch;1;3:33;Jan. 30, 2010
Strikeforce - Miami;Wes Sims;Bobby Lashley;KO/TKO;Punches;1;2:06;Jan. 30, 2010
Strikeforce - Miami;Joe Riggs;Jay Hieron;U. DEC;;3;5:00;Jan. 30, 2010
Strikeforce - Miami;John Clarke;Joe Ray;KO/TKO;;1;3:14;Jan. 30, 2010
Strikeforce - Miami;Craig Oxley;David Gomez;U. DEC;;3;5:00;Jan. 30, 2010
Strikeforce - Miami;Marcos da Matta;Pablo Alfonso;SUB;Armbar;1;1:47;Jan. 30, 2010
Strikeforce - Miami;Ryan Keenan;Hayder Hassan;KO/TKO;;2;2:42;Jan. 30, 2010
Strikeforce - Miami;Sabah Homasi;John Kelly;SUB;Rear Naked Choke;2;2:48;Jan. 30, 2010
Strikeforce - Nashville;Dan Henderson;Jake Shields;U. DEC;;5;5:00;Apr. 17, 2010
Strikeforce - Nashville;Shinya Aoki;Gilbert Melendez;U. DEC;;5;5:00;Apr. 17, 2010
Strikeforce - Nashville;Gegard Mousasi;Muhammed Lawal;U. DEC;;5;5:00;Apr. 17, 2010
Strikeforce - Nashville;Chris Hawk;Ovince Saint Preux;KO/TKO;;1;0:47;Apr. 17, 2010
Strikeforce - Nashville;Dustin West;Andy Uhrich;SUB;Rear Naked Choke;1;1:36;Apr. 17, 2010
Strikeforce - Nashville;Tim Stout;Jason Miller;KO/TKO;;1;3:09;Apr. 17, 2010
Strikeforce - Nashville;Josh Shockman;Cale Yarbrough;KO/TKO;;2;1:01;Apr. 17, 2010
Strikeforce - Nashville;Hunter Worsham;Zach Underwood;U. DEC;;3;5:00;Apr. 17, 2010
Strikeforce - Nashville;Justin Pennington;Dustin Ortiz;SUB;Rear Naked Choke;1;4:27;Apr. 17, 2010
Strikeforce - Nashville;Thomas Campbell;Cody Floyd;KO/TKO;;3;0:41;Apr. 17, 2010
Strikeforce - Overeem vs. Werdum;Mike Bronzoulis;Todd Moore;U. DEC;;3;5:00;Jun. 18, 2011
Strikeforce - Overeem vs. Werdum;Fabricio Werdum;Alistair Overeem;U. DEC;;3;5:00;Jun. 18, 2011
Strikeforce - Overeem vs. Werdum;Brett Rogers;Josh Barnett;SUB;Arm Triangle;2;1:17;Jun. 18, 2011
Strikeforce - Overeem vs. Werdum;KJ Noons;Jorge Masvidal;U. DEC;;3;5:00;Jun. 18, 2011
Strikeforce - Overeem vs. Werdum;Jeff Monson;Daniel Cormier;U. DEC;;3;5:00;Jun. 18, 2011
Strikeforce - Overeem vs. Werdum;Valentijn Overeem;Chad Griggs;SUB;Strikes;1;2:08;Jun. 18, 2011
Strikeforce - Overeem vs. Werdum;Justin Wilcox;Gesias Cavalcante;CNC;;2;0:31;Jun. 18, 2011
Strikeforce - Overeem vs. Werdum;Magno Almeida;Conor Heun;U. DEC;;3;5:00;Jun. 18, 2011
Strikeforce - Overeem vs. Werdum;Joe Ray;Nah-Shon Burrell;U. DEC;;3;5:00;Jun. 18, 2011
Strikeforce - Overeem vs. Werdum;Brian Melancon;Isaac Vallie-Flagg;S. DEC;;3;5:00;Jun. 18, 2011
Strikeforce - Payback;Sammy Morgan;Duane Ludwig;SUB;Strikes;1;2:01;Oct. 3, 2008
Strikeforce - Payback;Falaniko Vitale;Frank Trigg;U. DEC;;3;5:00;Oct. 3, 2008
